0,계약일,가격,타입
691,2013.12.26,33500,109타입
692,2013.12.25,34000,111B
693,2013.12.23,33750,111B
694,2013.12.19,32900,111A
695,2013.12.14,35450,111C
696,2013.12.14,31500,111C
697,2013.12.11,30000,111C
698,2013.12.05,31200,109타입
699,2013.12.02,31200,111A
700,2013.11.29,32800,111B
701,2013.11.27,34700,109타입
702,2013.11.25,33500,109타입
703,2013.11.23,31000,111B
704,2013.11.20,33700,111B
705,2013.11.13,32500,111B
706,2013.11.09,35000,111B
707,2013.11.07,32500,109타입
708,2013.11.04,33500,109타입
709,2013.11.04,32000,111B
710,2013.10.30,34500,109타입
711,2013.10.28,33000,109타입
712,2013.10.18,35000,111B
713,2013.10.16,32000,109타입
714,2013.10.15,32700,109타입
715,2013.10.14,34100,111C
716,2013.10.14,35300,111C
717,2013.10.12,31300,111C
718,2013.10.10,31900,111B
719,2013.10.07,31500,111C
720,2013.10.07,33000,111B
721,2013.10.05,33500,109타입
722,2013.10.05,34500,109타입
723,2013.10.05,33900,111C
724,2013.10.01,34000,111C
725,2013.09.30,32200,111C
726,2013.09.30,31400,109타입
727,2013.09.23,32400,111A
728,2013.09.23,32500,109타입
729,2013.09.13,31700,111C
730,2013.09.09,31500,111B
731,2013.09.07,31500,111C
732,2013.09.07,33000,111B
733,2013.09.06,31800,111C
734,2013.09.06,31700,109타입
735,2013.09.05,32500,111B
736,2013.09.03,31900,111B
737,2013.08.31,33800,109타입
738,2013.08.27,31700,109타입
739,2013.08.20,30500,111A
740,2013.08.17,32500,109타입
741,2013.08.17,32300,111B
742,2013.08.10,31300,111A
743,2013.08.09,28800,111C
744,2013.07.02,33000,109타입
745,2013.07.01,32500,111B
746,2013.06.29,32000,109타입
747,2013.06.19,30150,111A
748,2013.06.13,31000,111C
749,2013.06.03,32200,111B
750,2013.05.27,31500,109타입
751,2013.05.24,30000,109타입
752,2013.05.21,32500,111C
753,2013.05.20,32000,111A
754,2013.05.20,32000,111C
755,2013.05.17,32500,109타입
756,2013.05.13,33000,109타입
757,2013.05.10,32000,111C
758,2013.05.09,30800,109타입
759,2013.05.07,31500,109타입
760,2013.05.01,32300,109타입
761,2013.04.30,28000,109타입
762,2013.04.29,30000,109타입
763,2013.04.27,30000,111A
764,2013.04.26,33000,111C
765,2013.04.25,32900,111C
766,2013.04.19,32500,109타입
767,2013.04.15,32000,109타입
768,2013.04.15,32500,109타입
769,2013.04.10,33000,109타입
770,2013.04.03,32000,111C
771,2013.04.01,32200,109타입
772,2013.04.01,30500,111A
773,2013.03.30,31700,111C
774,2013.03.23,31800,111C
775,2013.03.22,31700,111C
776,2013.03.12,30150,111C
777,2013.03.10,32000,111B
778,2013.03.05,29800,111A
779,2013.03.05,32000,111B
780,2013.03.04,35300,111C
781,2013.03.04,32000,111C
782,2013.03.04,34500,111C
783,2013.03.02,29400,111A
784,2013.02.21,29800,111A
785,2013.02.19,31800,111B
786,2013.02.19,29800,111A
787,2013.02.15,31000,109타입
788,2013.02.14,30800,111B
789,2013.02.07,33870,111C
790,2013.02.06,31800,109타입
791,2013.01.24,30250,111C
792,2013.01.11,32000,111B
793,2012.12.21,31150,109타입
794,2012.12.20,30800,109타입
795,2012.11.30,31000,109타입
796,2012.11.21,32500,111C
797,2012.11.20,32000,109타입
798,2012.11.19,34000,109타입
799,2012.11.14,29200,111A
800,2012.11.01,32500,111B
801,2012.10.29,30000,109타입
802,2012.10.24,31500,109타입
803,2012.10.22,31500,109타입
804,2012.10.20,31500,111B
805,2012.10.20,30500,111C
806,2012.10.16,29800,111A
807,2012.10.15,32000,109타입
808,2012.10.15,31000,109타입
809,2012.10.12,30500,111C
810,2012.10.12,29400,109타입
811,2012.10.10,30900,111C
812,2012.10.10,31200,111B
813,2012.10.06,29500,111A
814,2012.10.01,32000,109타입
815,2012.09.12,30500,109타입
816,2012.09.11,31400,111B
817,2012.09.10,30700,111C
818,2012.09.08,30000,111B
819,2012.09.08,32000,109타입
820,2012.09.06,31000,111C
821,2012.09.04,32000,109타입
822,2012.09.03,30000,109타입
823,2012.09.02,30000,109타입
824,2012.08.28,30500,111C
825,2012.08.25,30800,111B
826,2012.08.09,30700,111C
827,2012.07.21,31300,109타입
828,2012.07.14,30200,109타입
829,2012.07.10,31800,109타입
830,2012.07.04,31200,109타입
831,2012.06.29,32000,111C
832,2012.06.29,32000,111C
833,2012.06.22,31300,111A
834,2012.06.11,31300,109타입
835,2012.06.11,35700,111C
836,2012.06.09,31000,111A
837,2012.06.06,31800,109타입
838,2012.06.05,32000,109타입
839,2012.06.01,32000,111C
840,2012.05.30,31600,111C
841,2012.05.22,33000,111C
842,2012.05.05,31000,111C
843,2012.05.01,33700,111C
844,2012.04.26,31000,111C
845,2012.04.26,32000,109타입
846,2012.04.19,33040,111B
847,2012.04.17,32000,111A
848,2012.04.10,33300,111B
849,2012.04.07,33300,111C
850,2012.04.05,32400,111C
851,2012.03.16,33250,111B
852,2012.03.13,33800,109타입
853,2012.03.13,32500,111A
854,2012.03.12,32000,111A
855,2012.03.12,33000,109타입
856,2012.03.10,32700,109타입
857,2012.03.06,32000,111C
858,2012.03.05,31800,111C
859,2012.03.05,32000,111B
860,2012.03.03,32000,111A
861,2012.03.01,32750,111C
862,2012.03.01,33000,109타입
863,2012.02.25,33000,111B
864,2012.02.22,32800,109타입
865,2012.02.17,33300,111B
866,2012.02.13,33000,109타입
867,2012.02.11,33500,111B
868,2012.02.09,34500,111A
869,2012.02.04,32400,109타입
870,2012.02.01,35000,111C
871,2012.01.21,33000,109타입
872,2012.01.16,33500,111B
873,2012.01.15,33400,109타입
874,2012.01.06,33900,109타입
875,2011.12.23,34400,111B
876,2011.12.20,33500,109타입
877,2011.12.14,34000,109타입
878,2011.12.08,33800,109타입
879,2011.12.08,31500,111A
880,2011.12.01,34000,111C
881,2011.12.01,32900,109타입
882,2011.11.30,33300,111C
883,2011.11.26,34100,109타입
884,2011.11.22,34000,109타입
885,2011.11.16,33500,109타입
886,2011.11.15,37000,109타입
887,2011.11.08,34900,111C
888,2011.11.05,34000,111A
889,2011.10.27,31900,111B
890,2011.10.27,32900,109타입
891,2011.10.25,36000,109타입
892,2011.10.17,33900,109타입
893,2011.10.15,33900,111C
894,2011.10.15,33800,109타입
895,2011.10.14,33900,111C
896,2011.10.09,35000,111B
897,2011.10.07,31450,111C
898,2011.10.01,32500,111C
899,2011.10.01,34900,111C
900,2011.09.29,32200,111B
901,2011.09.26,34600,111A
902,2011.09.26,34000,111A
903,2011.09.24,34350,109타입
904,2011.09.24,31000,109타입
905,2011.09.24,37250,111C
